,artist.inverted,track,time,genre,date.entered,date.peaked,week,no.
58,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x16th.week,68.0
59,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x17th.week,80.0
60,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x18th.week,85.0
61,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x19th.week,96.0
62,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x1st.week,93.0
63,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x2nd.week,75.0
64,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x3rd.week,92.0
65,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x1st.week,75.0
66,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x2nd.week,82.0
67,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x3rd.week,88.0
68,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x4th.week,96.0
69,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x5th.week,99.0
70,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x6th.week,99.0
71,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x1st.week,80.0
72,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x2nd.week,80.0
73,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x3rd.week,80.0
74,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x4th.week,79.0
75,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x5th.week,72.0
76,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x6th.week,73.0
77,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x7th.week,65.0
78,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x8th.week,64.0
79,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x9th.week,60.0
80,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x10th.week,60.0
81,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x11th.week,48.0
82,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x12th.week,48.0
83,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x13th.week,48.0
84,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x14th.week,43.0
85,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x15th.week,35.0
86,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x16th.week,32.0
87,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x17th.week,30.0
88,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x18th.week,32.0
89,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x19th.week,37.0
90,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x20th.week,26.0
91,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x21st.week,31.0
92,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x22nd.week,28.0
93,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x23rd.week,30.0
94,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x24th.week,32.0
95,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x25th.week,39.0
96,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x26th.week,35.0
97,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x1st.week,99.0
98,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x2nd.week,75.0
99,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x3rd.week,57.0
100,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x4th.week,35.0
101,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x5th.week,35.0
102,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x6th.week,37.0
103,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x7th.week,43.0
104,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x8th.week,79.0
105,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x9th.week,51.0
106,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x10th.week,55.0
107,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x11th.week,67.0
108,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x12th.week,83.0
109,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x13th.week,86.0
110,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x14th.week,92.0
111,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x15th.week,100.0
112,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x1st.week,85.0
113,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x2nd.week,71.0
114,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x3rd.week,59.0
115,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x4th.week,52.0
116,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x5th.week,39.0
117,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x6th.week,34.0
118,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x7th.week,26.0
119,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x8th.week,20.0
120,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x9th.week,17.0
121,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x10th.week,13.0
122,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x11th.week,11.0
123,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x12th.week,6.0
124,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x13th.week,6.0
125,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x14th.week,8.0
126,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x15th.week,8.0
127,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x16th.week,7.0
128,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x17th.week,8.0
129,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x18th.week,9.0
130,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x19th.week,11.0
131,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x20th.week,12.0
132,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x21st.week,14.0
133,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x22nd.week,18.0
134,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x23rd.week,26.0
135,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x24th.week,30.0
136,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x25th.week,36.0
137,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x26th.week,41.0
138,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x27th.week,48.0
139,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x1st.week,96.0
140,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x2nd.week,96.0
141,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x3rd.week,100.0
142,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x1st.week,89.0
143,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x2nd.week,76.0
144,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x3rd.week,69.0
145,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x4th.week,59.0
146,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x5th.week,59.0
147,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x6th.week,51.0
148,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x7th.week,50.0
149,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x8th.week,35.0
150,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x9th.week,26.0
151,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x10th.week,15.0
152,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x11th.week,7.0
153,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x12th.week,6.0
154,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x13th.week,8.0
155,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x14th.week,8.0
156,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x15th.week,9.0
157,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x16th.week,11.0
158,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x17th.week,14.0
159,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x18th.week,16.0
160,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x19th.week,18.0
161,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x20th.week,23.0
162,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x21st.week,33.0
163,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x22nd.week,41.0
164,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x23rd.week,43.0
165,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x1st.week,81.0
166,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x2nd.week,54.0
167,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x3rd.week,44.0
168,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x4th.week,39.0
169,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x5th.week,38.0
170,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x6th.week,33.0
171,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x7th.week,29.0
172,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x8th.week,29.0
173,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x9th.week,32.0
174,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x10th.week,27.0
175,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x11th.week,26.0
176,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x12th.week,24.0
177,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x13th.week,27.0
178,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x14th.week,32.0
179,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x15th.week,33.0
180,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x16th.week,35.0
181,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x17th.week,35.0
182,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x18th.week,40.0
183,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x19th.week,43.0
184,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x20th.week,50.0
185,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x30th.week,45.0
186,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x31st.week,45.0
187,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x32nd.week,45.0
188,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x33rd.week,23.0
189,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x34th.week,17.0
190,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x35th.week,14.0
191,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x36th.week,17.0
192,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x37th.week,18.0
193,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x38th.week,18.0
194,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x39th.week,3.0
195,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x40th.week,1.0
196,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x41st.week,1.0
197,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x42nd.week,2.0
198,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x43rd.week,3.0
199,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x44th.week,4.0
200,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x45th.week,4.0
201,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x46th.week,5.0
202,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x47th.week,6.0
203,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x48th.week,8.0
204,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x49th.week,9.0
205,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x50th.week,10.0
206,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x51st.week,12.0
207,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x52nd.week,15.0
208,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x53rd.week,20.0
209,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x54th.week,22.0
210,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x55th.week,22.0
211,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x56th.week,25.0
212,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x57th.week,26.0
213,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x58th.week,31.0
214,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x59th.week,32.0
215,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x60th.week,37.0
216,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x61st.week,42.0
217,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x62nd.week,42.0
218,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x63rd.week,45.0
219,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x64th.week,50.0
220,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x1st.week,43.0
221,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x2nd.week,35.0
222,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x3rd.week,29.0
223,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x4th.week,29.0
224,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x5th.week,33.0
225,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x6th.week,32.0
226,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x7th.week,40.0
227,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x8th.week,58.0
228,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x9th.week,88.0
229,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x1st.week,85.0
230,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x2nd.week,77.0
231,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x3rd.week,69.0
232,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x4th.week,69.0
233,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x5th.week,62.0
234,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x6th.week,56.0
235,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x7th.week,56.0
236,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x8th.week,64.0
237,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x9th.week,54.0
238,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x10th.week,53.0
239,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x11th.week,72.0
240,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x12th.week,83.0
241,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x13th.week,81.0
242,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x14th.week,88.0
243,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x15th.week,96.0
244,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x16th.week,93.0
245,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x17th.week,91.0
246,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x18th.week,89.0
247,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x19th.week,95.0
248,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x1st.week,69.0
249,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x2nd.week,49.0
250,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x3rd.week,49.0
251,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x4th.week,34.0
252,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x5th.week,34.0
253,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x6th.week,34.0
254,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x7th.week,30.0
255,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x8th.week,27.0
256,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x9th.week,36.0
257,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x10th.week,41.0
258,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x11th.week,53.0
259,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x12th.week,56.0
260,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x13th.week,80.0
261,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x14th.week,100.0
262,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x1st.week,86.0
263,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x2nd.week,83.0
264,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x3rd.week,77.0
265,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x4th.week,74.0
266,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x5th.week,83.0
267,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x6th.week,79.0
268,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x7th.week,88.0
269,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x8th.week,95.0
270,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x1st.week,72.0
271,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x2nd.week,58.0
272,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x3rd.week,55.0
273,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x4th.week,55.0
274,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x5th.week,63.0
275,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x6th.week,74.0
276,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x7th.week,86.0
